"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,6.367
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brunei Darussalam,BRN,2.797
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bulgaria,BGR,14
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burkina Faso,BFA,15.151
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burundi,BDI,15.554
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cambodia,KHM,8.161
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cameroon,CMR,13.991
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cape Verde,CPV,5.972
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cayman Islands,CYM,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central African Republic,CAF,19.451
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chad,TCD,18.074
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Channel Islands,CHI,9.597
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chile,CHL,5.063
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,6.43
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Colombia,COL,5.62
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Comoros,COM,10.404
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Dem. Rep.",ZAR,18.396
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Rep.",COG,13.655
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Costa Rica,CRI,3.954
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cote d'Ivoire,CIV,17.317
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Croatia,HRV,11.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cuba,CUB,7.117
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Curacao,CUW,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cyprus,CYP,6.814
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Czech Republic,CZE,10.5
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Denmark,DNK,10.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Djibouti,DJI,10.219
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominica,DMA,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominican Republic,DOM,5.975
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ecuador,ECU,5.018
